input,the_rank,recommendation,type1,type2,abilities,generation,learn_more
Mantine,7,Gothitelle,psychic,,"Frisk, Competitive, Shadow Tag",5,https://pokemondb.net/pokedex/Gothitelle
Mantine,8,Sliggoo,dragon,,"Sap Sipper, Hydration, Gooey",6,https://pokemondb.net/pokedex/Sliggoo
Mantine,9,Umbreon,dark,,"Synchronize, Inner Focus",2,https://pokemondb.net/pokedex/Umbreon
Mantine,10,Ludicolo,water,grass,"Swift Swim, Rain Dish, Own Tempo",3,https://pokemondb.net/pokedex/Ludicolo
Mantyke,1,Togetic,fairy,flying,"Hustle, Serene Grace, Super Luck",2,https://pokemondb.net/pokedex/Togetic
Mantyke,2,Gothorita,psychic,,"Frisk, Competitive, Shadow Tag",5,https://pokemondb.net/pokedex/Gothorita
Mantyke,3,Shiinotic,grass,fairy,"Illuminate, Effect Spore, Rain Dish",7,https://pokemondb.net/pokedex/Shiinotic
Mantyke,4,Lileep,rock,grass,"Suction Cups, Storm Drain",3,https://pokemondb.net/pokedex/Lileep
Mantyke,5,Mr. Mime,psychic,fairy,"Soundproof, Filter, Technician",1,https://pokemondb.net/pokedex/Mr. Mime
Mantyke,6,Sliggoo,dragon,,"Sap Sipper, Hydration, Gooey",6,https://pokemondb.net/pokedex/Sliggoo
Mantyke,7,Mantine,water,flying,"Swift Swim, Water Absorb, Water Veil",2,https://pokemondb.net/pokedex/Mantine
Mantyke,8,Grumpig,psychic,,"Thick Fat, Own Tempo, Gluttony",3,https://pokemondb.net/pokedex/Grumpig
Mantyke,9,Corsola,water,rock,"Hustle, Natural Cure, Regenerator",2,https://pokemondb.net/pokedex/Corsola
Mantyke,10,Bayleef,grass,,"Overgrow, Leaf Guard",2,https://pokemondb.net/pokedex/Bayleef
Maractus,1,Heatmor,fire,,"Gluttony, Flash Fire, White Smoke",5,https://pokemondb.net/pokedex/Heatmor
Maractus,2,Seviper,poison,,"Shed Skin, Infiltrator",3,https://pokemondb.net/pokedex/Seviper
Maractus,3,Victreebel,grass,poison,"Chlorophyll, Gluttony",1,https://pokemondb.net/pokedex/Victreebel
Maractus,4,Dewott,water,,"Torrent, Shell Armor",5,https://pokemondb.net/pokedex/Dewott
Maractus,5,Combusken,fire,fighting,"Blaze, Speed Boost",3,https://pokemondb.net/pokedex/Combusken
Maractus,6,Mothim,bug,flying,"Swarm, Tinted Lens",4,https://pokemondb.net/pokedex/Mothim
Maractus,7,Cacturne,grass,dark,"Sand Veil, Water Absorb",3,https://pokemondb.net/pokedex/Cacturne
Maractus,8,Girafarig,normal,psychic,"Inner Focus, Early Bird, Sap Sipper",2,https://pokemondb.net/pokedex/Girafarig
Maractus,9,Slurpuff,fairy,,"Sweet Veil, Unburden",6,https://pokemondb.net/pokedex/Slurpuff
Maractus,10,Golduck,water,,"Damp, Cloud Nine, Swift Swim",1,https://pokemondb.net/pokedex/Golduck
Mareanie,1,Jangmo-o,dragon,,"Bulletproof, Soundproof, Overcoat",7,https://pokemondb.net/pokedex/Jangmo-o
Mareanie,2,Totodile,water,,"Torrent, Sheer Force",2,https://pokemondb.net/pokedex/Totodile
Mareanie,3,Inkay,dark,psychic,"Contrary, Suction Cups, Infiltrator",6,https://pokemondb.net/pokedex/Inkay
Mareanie,4,Binacle,rock,water,"Tough Claws, Sniper, Pickpocket",6,https://pokemondb.net/pokedex/Binacle
Mareanie,5,Sewaddle,bug,grass,"Swarm, Chlorophyll, Overcoat",5,https://pokemondb.net/pokedex/Sewaddle
Mareanie,6,Snorunt,ice,,"Inner Focus, Ice Body, Moody",3,https://pokemondb.net/pokedex/Snorunt
Mareanie,7,Chespin,grass,,"Overgrow, Bulletproof",6,https://pokemondb.net/pokedex/Chespin
Mareanie,8,Ditto,normal,,"Limber, Imposter",1,https://pokemondb.net/pokedex/Ditto
Mareanie,9,Larvitar,rock,ground,"Guts, Sand Veil",2,https://pokemondb.net/pokedex/Larvitar
Mareanie,10,Chikorita,grass,,"Overgrow, Leaf Guard",2,https://pokemondb.net/pokedex/Chikorita
Mareep,1,Cherubi,grass,,Chlorophyll,4,https://pokemondb.net/pokedex/Cherubi
Mareep,2,Petilil,grass,,"Chlorophyll, Own Tempo, Leaf Guard",5,https://pokemondb.net/pokedex/Petilil
Mareep,3,Oshawott,water,,"Torrent, Shell Armor",5,https://pokemondb.net/pokedex/Oshawott
Mareep,4,Numel,fire,ground,"Oblivious, Simple, Own Tempo",3,https://pokemondb.net/pokedex/Numel
Mareep,5,Chingling,psychic,,Levitate,4,https://pokemondb.net/pokedex/Chingling
Mareep,6,Piplup,water,,"Torrent, Defiant",4,https://pokemondb.net/pokedex/Piplup
Mareep,7,Popplio,water,,"Torrent, Liquid Voice",7,https://pokemondb.net/pokedex/Popplio
Mareep,8,Slugma,fire,,"Magma Armor, Flame Body, Weak Armor",2,https://pokemondb.net/pokedex/Slugma
Mareep,9,Spheal,ice,water,"Thick Fat, Ice Body, Oblivious",3,https://pokemondb.net/pokedex/Spheal
Mareep,10,Ditto,normal,,"Limber, Imposter",1,https://pokemondb.net/pokedex/Ditto
Marill,1,Gulpin,poison,,"Liquid Ooze, Sticky Hold, Gluttony",3,https://pokemondb.net/pokedex/Gulpin
Marill,2,Hoothoot,normal,flying,"Insomnia, Keen Eye, Tinted Lens",2,https://pokemondb.net/pokedex/Hoothoot
Marill,3,Shroomish,grass,,"Effect Spore, Poison Heal, Quick Feet",3,https://pokemondb.net/pokedex/Shroomish
Marill,4,Wynaut,psychic,,"Shadow Tag, Telepathy",3,https://pokemondb.net/pokedex/Wynaut
Marill,5,Azurill,normal,fairy,"Thick Fat, Huge Power, Sap Sipper",3,https://pokemondb.net/pokedex/Azurill
Marill,6,Bidoof,normal,,"Simple, Unaware, Moody",4,https://pokemondb.net/pokedex/Bidoof
Marill,7,Ducklett,water,flying,"Keen Eye, Big Pecks, Hydration",5,https://pokemondb.net/pokedex/Ducklett
Marill,8,Burmy,bug,,"Shed Skin, Overcoat",4,https://pokemondb.net/pokedex/Burmy
Marill,9,Metapod,bug,,Shed Skin,1,https://pokemondb.net/pokedex/Metapod
Marill,10,Nidoran♀,poison,,"Poison Point, Rivalry, Hustle",1,https://pokemondb.net/pokedex/Nidoran♀
Marowak,1,Metang,steel,psychic,"Clear Body, Light Metal",3,https://pokemondb.net/pokedex/Metang
Marowak,2,Charjabug,bug,electric,Battery,7,https://pokemondb.net/pokedex/Charjabug
Marowak,3,Quilladin,grass,,"Overgrow, Bulletproof",6,https://pokemondb.net/pokedex/Quilladin
Marowak,4,Crustle,bug,rock,"Sturdy, Shell Armor, Weak Armor",5,https://pokemondb.net/pokedex/Crustle
Marowak,5,Hakamo-o,dragon,fighting,"Bulletproof, Soundproof, Overcoat",7,https://pokemondb.net/pokedex/Hakamo-o
Marowak,6,Mawile,steel,fairy,"Hyper Cutter, Intimidate, Sheer Force",3,https://pokemondb.net/pokedex/Mawile
Marowak,7,Grotle,grass,,"Overgrow, Shell Armor",4,https://pokemondb.net/pokedex/Grotle
Marowak,8,Sudowoodo,rock,,"Sturdy, Rock Head, Rattled",2,https://pokemondb.net/pokedex/Sudowoodo
Marowak,9,Barbaracle,rock,water,"Tough Claws, Sniper, Pickpocket",6,https://pokemondb.net/pokedex/Barbaracle
Marowak,10,Parasect,bug,grass,"Effect Spore, Dry Skin, Damp",1,https://pokemondb.net/pokedex/Parasect
Marshtomp,1,Pupitar,rock,ground,Shed Skin,2,https://pokemondb.net/pokedex/Pupitar
Marshtomp,2,Zweilous,dark,dragon,Hustle,5,https://pokemondb.net/pokedex/Zweilous
Marshtomp,3,Ariados,bug,poison,"Swarm, Insomnia, Sniper",2,https://pokemondb.net/pokedex/Ariados
Marshtomp,4,Croconaw,water,,"Torrent, Sheer Force",2,https://pokemondb.net/pokedex/Croconaw
Marshtomp,5,Dartrix,grass,flying,"Overgrow, Long Reach",7,https://pokemondb.net/pokedex/Dartrix
Marshtomp,6,Eelektrik,electric,,Levitate,5,https://pokemondb.net/pokedex/Eelektrik
Marshtomp,7,Grotle,grass,,"Overgrow, Shell Armor",4,https://pokemondb.net/pokedex/Grotle
Marshtomp,8,Machoke,fighting,,"Guts, No Guard, Steadfast",1,https://pokemondb.net/pokedex/Machoke
Marshtomp,9,Mudbray,ground,,"Own Tempo, Stamina, Inner Focus",7,https://pokemondb.net/pokedex/Mudbray
Marshtomp,10,Parasect,bug,grass,"Effect Spore, Dry Skin, Damp",1,https://pokemondb.net/pokedex/Parasect
Masquerain,1,Cherrim,grass,,Flower Gift,4,https://pokemondb.net/pokedex/Cherrim
Masquerain,2,Venomoth,bug,poison,"Shield Dust, Tinted Lens, Wonder Skin ",1,https://pokemondb.net/pokedex/Venomoth
Masquerain,3,Misdreavus,ghost,,Levitate,2,https://pokemondb.net/pokedex/Misdreavus
Masquerain,4,Lilligant,grass,,"Chlorophyll, Own Tempo, Leaf Guard",5,https://pokemondb.net/pokedex/Lilligant
Masquerain,5,Braixen,fire,,"Blaze, Magician",6,https://pokemondb.net/pokedex/Braixen
Masquerain,6,Oricorio,fire,flying,Dancer,7,https://pokemondb.net/pokedex/Oricorio
Masquerain,7,Sigilyph,psychic,flying,"Wonder Skin , Magic Guard, Tinted Lens",5,https://pokemondb.net/pokedex/Sigilyph
Masquerain,8,Butterfree,bug,flying,"Compoundeyes, Tinted Lens",1,https://pokemondb.net/pokedex/Butterfree
Masquerain,9,Lunatone,rock,psychic,Levitate,3,https://pokemondb.net/pokedex/Lunatone
Masquerain,10,Xatu,psychic,flying,"Synchronize, Early Bird, Magic Bounce",2,https://pokemondb.net/pokedex/Xatu
Mawile,1,Crustle,bug,rock,"Sturdy, Shell Armor, Weak Armor",5,https://pokemondb.net/pokedex/Crustle
Mawile,2,Barbaracle,rock,water,"Tough Claws, Sniper, Pickpocket",6,https://pokemondb.net/pokedex/Barbaracle
Mawile,3,Marowak,ground,fire,"Rock Head, Lightningrod, Battle Armor, Cursed Body, Lightningrod, Rock Head",1,https://pokemondb.net/pokedex/Marowak
Mawile,4,Golisopod,bug,water,Emergency Exit,7,https://pokemondb.net/pokedex/Golisopod
Mawile,5,Metang,steel,psychic,"Clear Body, Light Metal",3,https://pokemondb.net/pokedex/Metang
Mawile,6,Hitmontop,fighting,,"Intimidate, Technician, Steadfast",2,https://pokemondb.net/pokedex/Hitmontop
Mawile,7,Charjabug,bug,electric,Battery,7,https://pokemondb.net/pokedex/Charjabug
Mawile,8,Tsareena,grass,,"Leaf Guard, Queenly Majesty, Sweet Veil",7,https://pokemondb.net/pokedex/Tsareena
Mawile,9,Gourgeist,ghost,grass,"Pickup, Frisk, Insomnia",6,https://pokemondb.net/pokedex/Gourgeist
Mawile,10,Weezing,poison,,Levitate,1,https://pokemondb.net/pokedex/Weezing
Medicham,1,Rapidash,fire,,"Run Away, Flash Fire, Flame Body",1,https://pokemondb.net/pokedex/Rapidash
Medicham,2,Leavanny,bug,grass,"Swarm, Chlorophyll, Overcoat",5,https://pokemondb.net/pokedex/Leavanny
Medicham,3,Flygon,ground,dragon,Levitate,3,https://pokemondb.net/pokedex/Flygon
Medicham,4,Bruxish,water,psychic,"Dazzling, Strong Jaw, Wonder Skin ",7,https://pokemondb.net/pokedex/Bruxish
Medicham,5,Scyther,bug,flying,"Swarm, Technician, Steadfast",1,https://pokemondb.net/pokedex/Scyther
Medicham,6,Arbok,poison,,"Intimidate, Shed Skin, Unnerve",1,https://pokemondb.net/pokedex/Arbok
Medicham,7,Scolipede,bug,poison,"Poison Point, Swarm, Speed Boost",5,https://pokemondb.net/pokedex/Scolipede
Medicham,8,Nidoking,poison,ground,"Poison Point, Rivalry, Sheer Force",1,https://pokemondb.net/pokedex/Nidoking
Medicham,9,Froslass,ice,ghost,"Snow Cloak, Cursed Body",4,https://pokemondb.net/pokedex/Froslass
Medicham,10,Starmie,water,psychic,"Illuminate, Natural Cure, Analytic",1,https://pokemondb.net/pokedex/Starmie
Meditite,1,Snivy,grass,,"Overgrow, Contrary",5,https://pokemondb.net/pokedex/Snivy
Meditite,2,Cottonee,grass,fairy,"Prankster, Infiltrator, Chlorophyll",5,https://pokemondb.net/pokedex/Cottonee
Meditite,3,Hoppip,grass,flying,"Chlorophyll, Leaf Guard, Infiltrator",2,https://pokemondb.net/pokedex/Hoppip
Meditite,4,Baltoy,ground,psychic,Levitate,3,https://pokemondb.net/pokedex/Baltoy
Meditite,5,Venipede,bug,poison,"Poison Point, Swarm, Speed Boost",5,https://pokemondb.net/pokedex/Venipede
Meditite,6,Ekans,poison,,"Intimidate, Shed Skin, Unnerve",1,https://pokemondb.net/pokedex/Ekans
Meditite,7,Vulpix,fire,ice,"Flash Fire, Drought, Snow Cloak, Snow Warning",1,https://pokemondb.net/pokedex/Vulpix
Meditite,8,Binacle,rock,water,"Tough Claws, Sniper, Pickpocket",6,https://pokemondb.net/pokedex/Binacle
Meditite,9,Combee,bug,flying,"Honey Gather, Hustle",4,https://pokemondb.net/pokedex/Combee
Meditite,10,Zigzagoon,normal,,"Pickup, Gluttony, Quick Feet",3,https://pokemondb.net/pokedex/Zigzagoon
Meganium,1,Politoed,water,,"Water Absorb, Damp, Drizzle",2,https://pokemondb.net/pokedex/Politoed
Meganium,2,Dewgong,water,ice,"Thick Fat, Hydration, Ice Body",1,https://pokemondb.net/pokedex/Dewgong
Meganium,3,Klefki,steel,fairy,"Prankster, Magician",6,https://pokemondb.net/pokedex/Klefki
Meganium,4,Porygon2,normal,,"Trace, Download, Analytic",2,https://pokemondb.net/pokedex/Porygon2
Meganium,5,Bellossom,grass,,"Chlorophyll, Healer",2,https://pokemondb.net/pokedex/Bellossom
Meganium,6,Type: Null,normal,,Battle Armor,7,https://pokemondb.net/pokedex/Type: Null
Meganium,7,Suicune,water,,"Pressure, Inner Focus",2,https://pokemondb.net/pokedex/Suicune
Meganium,8,Ludicolo,water,grass,"Swift Swim, Rain Dish, Own Tempo",3,https://pokemondb.net/pokedex/Ludicolo
Meganium,9,Gothitelle,psychic,,"Frisk, Competitive, Shadow Tag",5,https://pokemondb.net/pokedex/Gothitelle
Meganium,10,Empoleon,water,steel,"Torrent, Defiant",4,https://pokemondb.net/pokedex/Empoleon
Meloetta,1,Terrakion,rock,fighting,Justified,5,https://pokemondb.net/pokedex/Terrakion
Meloetta,2,Entei,fire,,"Pressure, Inner Focus",2,https://pokemondb.net/pokedex/Entei
Meloetta,3,Aerodactyl,rock,flying,"Rock Head, Pressure, Unnerve",1,https://pokemondb.net/pokedex/Aerodactyl
Meloetta,4,Kangaskhan,normal,,"Early Bird, Scrappy, Inner Focus",1,https://pokemondb.net/pokedex/Kangaskhan
Meloetta,5,Arcanine,fire,,"Intimidate, Flash Fire, Justified",1,https://pokemondb.net/pokedex/Arcanine
Meloetta,6,Shaymin,grass,grass,"Natural Cure, Serene Grace",4,https://pokemondb.net/pokedex/Shaymin
Meloetta,7,Tornadus,flying,,"Prankster, Defiant, Regenerator",5,https://pokemondb.net/pokedex/Tornadus
Meloetta,8,Landorus,ground,flying,"Sand Force, Sheer Force, Intimidate",5,https://pokemondb.net/pokedex/Landorus
Meloetta,9,Manaphy,water,,Hydration,4,https://pokemondb.net/pokedex/Manaphy
Meloetta,10,Jirachi,steel,psychic,Serene Grace,3,https://pokemondb.net/pokedex/Jirachi
Meowstic,1,Sigilyph,psychic,flying,"Wonder Skin , Magic Guard, Tinted Lens",5,https://pokemondb.net/pokedex/Sigilyph
Meowstic,2,Cherrim,grass,,Flower Gift,4,https://pokemondb.net/pokedex/Cherrim
Meowstic,3,Illumise,bug,,"Oblivious, Tinted Lens, Prankster",3,https://pokemondb.net/pokedex/Illumise
Meowstic,4,Dedenne,electric,fairy,"Cheek Pouch, Pickup, Plus",6,https://pokemondb.net/pokedex/Dedenne
Meowstic,5,Ninetales,fire,ice,"Flash Fire, Drought, Snow Cloak, Snow Warning",1,https://pokemondb.net/pokedex/Ninetales
Meowstic,6,Lumineon,water,,"Swift Swim, Storm Drain, Water Veil",4,https://pokemondb.net/pokedex/Lumineon
Meowstic,7,Venomoth,bug,poison,"Shield Dust, Tinted Lens, Wonder Skin ",1,https://pokemondb.net/pokedex/Venomoth
Meowstic,8,Whimsicott,grass,fairy,"Prankster, Infiltrator, Chlorophyll",5,https://pokemondb.net/pokedex/Whimsicott
Meowstic,9,Oricorio,fire,flying,Dancer,7,https://pokemondb.net/pokedex/Oricorio
Meowstic,10,Persian,normal,dark,"Limber, Technician, Unnerve, Fur Coat, Technician, Rattled",1,https://pokemondb.net/pokedex/Persian
Meowth,1,Cutiefly,bug,fairy,"Honey Gather, Shield Dust, Sweet Veil",7,https://pokemondb.net/pokedex/Cutiefly
Meowth,2,Wingull,water,flying,"Keen Eye, Hydration, Rain Dish",3,https://pokemondb.net/pokedex/Wingull
Meowth,3,Poliwag,water,,"Water Absorb, Damp, Swift Swim",1,https://pokemondb.net/pokedex/Poliwag
Meowth,4,Pikachu,electric,,"Static, Lightningrod",1,https://pokemondb.net/pokedex/Pikachu
Meowth,5,Helioptile,electric,normal,"Dry Skin, Sand Veil, Solar Power",6,https://pokemondb.net/pokedex/Helioptile
Meowth,6,Glameow,normal,,"Limber, Own Tempo, Keen Eye",4,https://pokemondb.net/pokedex/Glameow
Meowth,7,Voltorb,electric,,"Soundproof, Static, Aftermath",1,https://pokemondb.net/pokedex/Voltorb
Meowth,8,Salandit,poison,fire,"Corrosion, Oblivious",7,https://pokemondb.net/pokedex/Salandit
Meowth,9,Purrloin,dark,,"Limber, Unburden, Prankster",5,https://pokemondb.net/pokedex/Purrloin
Meowth,10,Minccino,normal,,"Cute Charm, Technician, Skill Link",5,https://pokemondb.net/pokedex/Minccino
Mesprit,1,Altaria,dragon,flying,"Natural Cure, Cloud Nine",3,https://pokemondb.net/pokedex/Altaria
Mesprit,2,Kingdra,water,dragon,"Swift Swim, Sniper, Damp",2,https://pokemondb.net/pokedex/Kingdra
Mesprit,3,Kommo-o,dragon,fighting,"Bulletproof, Soundproof, Overcoat",7,https://pokemondb.net/pokedex/Kommo-o
Mesprit,4,Vanilluxe,ice,,"Ice Body, Snow Warning, Weak Armor",5,https://pokemondb.net/pokedex/Vanilluxe
Mesprit,5,Celesteela,steel,flying,Beast Boost,7,https://pokemondb.net/pokedex/Celesteela
Mesprit,6,Venusaur,grass,poison,"Overgrow, Chlorophyll",1,https://pokemondb.net/pokedex/Venusaur
Mesprit,7,Heatran,fire,steel,"Flash Fire, Flame Body",4,https://pokemondb.net/pokedex/Heatran
Mesprit,8,Silvally,normal,,RKS System,7,https://pokemondb.net/pokedex/Silvally
Mesprit,9,Decidueye,grass,ghost,"Overgrow, Long Reach",7,https://pokemondb.net/pokedex/Decidueye
Mesprit,10,Dragonite,dragon,flying,"Inner Focus, Multiscale",1,https://pokemondb.net/pokedex/Dragonite
Metagross,1,Salamence,dragon,flying,"Intimidate, Moxie",3,https://pokemondb.net/pokedex/Salamence
Metagross,2,Zekrom,dragon,electric,Teravolt,5,https://pokemondb.net/pokedex/Zekrom
Metagross,3,Kommo-o,dragon,fighting,"Bulletproof, Soundproof, Overcoat",7,https://pokemondb.net/pokedex/Kommo-o
Metagross,4,Tyranitar,rock,dark,"Sand Stream, Unnerve",2,https://pokemondb.net/pokedex/Tyranitar
Metagross,5,Regigigas,normal,,Slow Start,4,https://pokemondb.net/pokedex/Regigigas
Metagross,6,Garchomp,dragon,ground,"Sand Veil, Rough Skin",4,https://pokemondb.net/pokedex/Garchomp
Metagross,7,Altaria,dragon,flying,"Natural Cure, Cloud Nine",3,https://pokemondb.net/pokedex/Altaria
Metagross,8,Venusaur,grass,poison,"Overgrow, Chlorophyll",1,https://pokemondb.net/pokedex/Venusaur
Metagross,9,Arceus,normal,,Multitype,4,https://pokemondb.net/pokedex/Arceus
Metagross,10,Swampert,water,ground,"Torrent, Damp",3,https://pokemondb.net/pokedex/Swampert
Metang,1,Marowak,ground,fire,"Rock Head, Lightningrod, Battle Armor, Cursed Body, Lightningrod, Rock Head",1,https://pokemondb.net/pokedex/Marowak
Metang,2,Charjabug,bug,electric,Battery,7,https://pokemondb.net/pokedex/Charjabug
Metang,3,Hakamo-o,dragon,fighting,"Bulletproof, Soundproof, Overcoat",7,https://pokemondb.net/pokedex/Hakamo-o
Metang,4,Quilladin,grass,,"Overgrow, Bulletproof",6,https://pokemondb.net/pokedex/Quilladin
Metang,5,Croconaw,water,,"Torrent, Sheer Force",2,https://pokemondb.net/pokedex/Croconaw
Metang,6,Grotle,grass,,"Overgrow, Shell Armor",4,https://pokemondb.net/pokedex/Grotle
Metang,7,Parasect,bug,grass,"Effect Spore, Dry Skin, Damp",1,https://pokemondb.net/pokedex/Parasect
Metang,8,Marshtomp,water,ground,"Torrent, Damp",3,https://pokemondb.net/pokedex/Marshtomp
Metang,9,Pupitar,rock,ground,Shed Skin,2,https://pokemondb.net/pokedex/Pupitar
Metang,10,Dartrix,grass,flying,"Overgrow, Long Reach",7,https://pokemondb.net/pokedex/Dartrix
Metapod,1,Spewpa,bug,,"Shed Skin, Friend Guard",6,https://pokemondb.net/pokedex/Spewpa
Metapod,2,Kakuna,bug,poison,Shed Skin,1,https://pokemondb.net/pokedex/Kakuna
Metapod,3,Cascoon,bug,,Shed Skin,3,https://pokemondb.net/pokedex/Cascoon
Metapod,4,Silcoon,bug,,Shed Skin,3,https://pokemondb.net/pokedex/Silcoon
Metapod,5,Seedot,grass,,"Chlorophyll, Early Bird, Pickpocket",3,https://pokemondb.net/pokedex/Seedot
Metapod,6,Azurill,normal,fairy,"Thick Fat, Huge Power, Sap Sipper",3,https://pokemondb.net/pokedex/Azurill
Metapod,7,Scatterbug,bug,,"Shield Dust, Compoundeyes, Friend Guard",6,https://pokemondb.net/pokedex/Scatterbug
Metapod,8,Bounsweet,grass,,"Leaf Guard, Oblivious, Sweet Veil",7,https://pokemondb.net/pokedex/Bounsweet
Metapod,9,Kricketot,bug,,"Shed Skin, Run Away",4,https://pokemondb.net/pokedex/Kricketot
Metapod,10,Cosmog,psychic,,Unaware,7,https://pokemondb.net/pokedex/Cosmog
Mew,1,Manaphy,water,,Hydration,4,https://pokemondb.net/pokedex/Manaphy
Mew,2,Victini,psychic,fire,Victory Star,5,https://pokemondb.net/pokedex/Victini
Mew,3,Celebi,psychic,grass,Natural Cure,2,https://pokemondb.net/pokedex/Celebi
Mew,4,Jirachi,steel,psychic,Serene Grace,3,https://pokemondb.net/pokedex/Jirachi
Mew,5,Silvally,normal,,RKS System,7,https://pokemondb.net/pokedex/Silvally
Mew,6,Hydreigon,dark,dragon,Levitate,5,https://pokemondb.net/pokedex/Hydreigon
Mew,7,Mesprit,psychic,,Levitate,4,https://pokemondb.net/pokedex/Mesprit
Mew,8,Zapdos,electric,flying,"Pressure, Static",1,https://pokemondb.net/pokedex/Zapdos
Mew,9,Arcanine,fire,,"Intimidate, Flash Fire, Justified",1,https://pokemondb.net/pokedex/Arcanine
Mew,10,Moltres,fire,flying,"Pressure, Flame Body",1,https://pokemondb.net/pokedex/Moltres
Mewtwo,1,Rayquaza,dragon,flying,Air Lock,3,https://pokemondb.net/pokedex/Rayquaza
Mewtwo,2,Latios,dragon,psychic,Levitate,3,https://pokemondb.net/pokedex/Latios
Mewtwo,3,Kyurem,dragon,ice,"Pressure, Teravolt, Turboblaze",5,https://pokemondb.net/pokedex/Kyurem
Mewtwo,4,Kyogre,water,,Drizzle,3,https://pokemondb.net/pokedex/Kyogre
Mewtwo,5,Palkia,water,dragon,"Pressure, Telepathy",4,https://pokemondb.net/pokedex/Palkia
Mewtwo,6,Hoopa,psychic,ghost,Magician,6,https://pokemondb.net/pokedex/Hoopa
Mewtwo,7,Charizard,fire,flying,"Blaze, Solar Power",1,https://pokemondb.net/pokedex/Charizard
Mewtwo,8,Greninja,water,dark,"Torrent, Protean, Battle Bond",6,https://pokemondb.net/pokedex/Greninja
Mewtwo,9,Reshiram,dragon,fire,Turboblaze,5,https://pokemondb.net/pokedex/Reshiram
Mewtwo,10,Sceptile,grass,,"Overgrow, Unburden",3,https://pokemondb.net/pokedex/Sceptile
Mienfoo,1,Crabrawler,fighting,,"Hyper Cutter, Iron Fist, Anger Point",7,https://pokemondb.net/pokedex/Crabrawler
Mienfoo,2,Larvesta,bug,fire,"Flame Body, Swarm",5,https://pokemondb.net/pokedex/Larvesta
Mienfoo,3,Vibrava,ground,dragon,Levitate,3,https://pokemondb.net/pokedex/Vibrava
Mienfoo,4,Farfetch'd,normal,flying,"Keen Eye, Inner Focus, Defiant",1,https://pokemondb.net/pokedex/Farfetch'd
Mienfoo,5,Luxio,electric,,"Rivalry, Intimidate, Guts",4,https://pokemondb.net/pokedex/Luxio
Mienfoo,6,Anorith,rock,bug,"Battle Armor, Swift Swim",3,https://pokemondb.net/pokedex/Anorith
Mienfoo,7,Karrablast,bug,,"Swarm, Shed Skin, No Guard",5,https://pokemondb.net/pokedex/Karrablast
